Date,Weight,Nutrition,Exercise,Sleep,Hygiene,Food,source_file,source_sheet
,,Chicken Sushi,10000 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Coconut Water,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Mango,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Spinach and Rocket Leaves,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
45782,152.2,Black Coffee,60 Shoulder Press,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Electrolyte Drink,60 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Cod Liver Oil,60 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,20 Almonds,60 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Chicken Wings,60 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Spinach and Rocket Leaves,10000 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Mango,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Veggie crunch,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Coconut Water,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
45783,151.2,Black Coffee,60 Shoulder Press,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Electrolyte Drink,60 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Cod Liver Oil,60 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Chicken Wings,60 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Spinach and Rocket Leaves,60 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Chicken Soup,10000 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,3  Eggs,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Strawberry,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,American Pizza,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Diet Coke,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
45784,152.8,Black Coffee,60 Bicep Curls,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Electrolyte Drink,60 Shoulder Press,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Cod Liver Oil,60 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Baby Leaves,60 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,20 Almonds,60 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Chicken Soup,60 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Diet Coke,12300 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,2x Mango Chunks,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Seesame Chicken,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,KFC Chicken Wings,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
45785,151.4,Black Coffee,60 Bicep Curls,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,2 Electrolyte Drink,60 Shoulder Press,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Cod Liver Oil,60 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,20 Almonds,60 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Baby Leaves Salad,60 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Chicken Gravy,60 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,,10200 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
45786,150.6,Black Coffee,60 Bicep Curls,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,2x Electrolyte Drink,60 Shoulder Press,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Cod Liver Oil,60 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,30 Almonds,60 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Rice with Chicken Gravy,60 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Baby Leaves Salad,60 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Veggie Protein Crunch,10000 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,2x Mango Chunks,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
45787,151.6,2x Black Coffee,60 Bicep Curls,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Electrolyte Drink,60 Shoulder Press,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Cod Liver Oil,60 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,20 Almonds,60 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Chicken Wings,60 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Baby Leaves Salad,60 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Chicken Gravy,7000 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
45788,151.4,Bulletproof Coffee,60 Bicep Curls,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Electrolyte Drink,60 Shoulder Press,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Cod Liver Oil,60 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,20 Almonds,60 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Baby leaves salad,60 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Chicken Wings,60 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Vitamin Water Drink,11400 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Bistro Salad,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Electrolyte Drink,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Chicken Gravy,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Dark Chocolate,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
45789,150.8,Black Coffee,60 Bicep Curls,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Electrolyte Drink,90 Shoulder Press,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Cod Liver Oil,60 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,20 Almonds,60 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Bistro Salad,60 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Dark Chocolate,60 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Chicken gravy,11300 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Electrolyte Drink,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
45790,150.4,Black Coffee,100 Bicep Curls,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Electrolyte Drink,100 Shoulder Press,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Cod Liver Oil,60 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,20 Almonds,60 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Bistro Salad,60 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Dark Chocolate,60 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Chicken gravy,15800 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Magnum Hazlenut caramel,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Veggie crunch,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Vitamin Water Drink,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Fanta Apple Flavour,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Mozzarella Cheese,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
45791,150.4,Electrolyte Drink,100 Bicep Curls,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,99% Cocoa,100 Shoulder Press,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Black Coffee,100 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Cod Liver Oil,100 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,20 Almonds,100 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Bistro Salad,100 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Chicken Gravy,10000 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Fanta Apple Flavour,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Sesame soy chicken,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Veggie Crunch,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Cheese,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Lamb Roganjosh,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
45792,149.4,Black Coffee,100 Bicep Curls,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Electrolyte Drink,100 Shoulder Press,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Cod Liver Oil,100 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,99% Cocoa Chocolate,100 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,20 Almonds,100 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Cheese,100 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Lamb Roganjosh,11600 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Air Fried Tandoori Chicken,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Bulletproof Coffee,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Mango,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Sausage Rolls,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Veggie Crunch,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Fanta Apple Flavour,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Vitamin Water Drink,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
45793,150,Black Coffee,80 Bicep Curls,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Electrolyte Drink,100 Shoulder Press,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Cod Liver Oil,60 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,20 Almonds,60 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,99% Cocoa Chocolate,60 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Bistro Salad,60 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Cheese,12900 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Chicken Gravy,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Tropical Fruit Drink,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Electrolyte Drink,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
45794,149.2,Electrolyte Drink,60 Bicep Curls,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Cod Liver Oil,60 Shoulder Press,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Black Coffee,60 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,20 Almonds,60 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Bistro Salad,80 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Chicken Gravy,60 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Vitamin Water Drink,10000 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Fanta Apple Flavour,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Veg Pastries,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Veggie crunch,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
45795,148.8,Bistro Salad,60 Bicep Curls,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Electrolyte Drink,80 Shoulder Press,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Cod Liver Oil,60 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Bulletproof Coffee,60 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,13 Almonds,60 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Mutton chop karachi gohst,60 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Fanta Apple Flavour,15300 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Mango,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
45796,148.4,Bulletproof Coffee,80 Bicep Curls,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Cod Liver Oil,60 Shoulder Press,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Bistro Salad,60 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Chicken Gravy,60 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Margerita Pizza with pesto,60 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Vitamin Water Drink,60 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Mango,16600 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,15 Almonds,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Electrolyte Drink,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Magnum Almond,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
45797,149.8,Black Coffee,60 Bicep Curls,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Electrolyte Drink,60 Shoulder Press,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Cod Liver Oil,60 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Bistro Salad,80 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,30 Almonds,60 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Chicken Gravy,60 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Chewing gum,10300 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Electrolyte Drink,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
45798,147.8,Bulletproof Coffee,60 Bicep Curls,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Electrolyte drink,60 Shoulder Press,22:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Cod Liver Oil,60 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,20 Almonds,60 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Spinach,60 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,2 Chewing gum,60 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Chicken Gravy,16300 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Coffee,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Fanta Apple Flavour,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Vitamin Water Drink,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Veggie crunch,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Chicken Gravy,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Electrolyte Drink,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
45799,147.6,Coffee,60 Bicep Curls,07:30:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,2 Electrolyte Drink,100 Shoulder Press,22:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Cod Liver Oil,60 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,20 Almonds,60 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Spinach,60 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Chicken Wings,60 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,4 Chewing gum,13300 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Keto nuts crunch,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Magnum Almond,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Mango,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Ham and Cheese Jambon,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
45800,148.2,2 Coffee,60 Bicep Curls,08:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,2 Electrolyte Drink,60 Shoulder Press,23:30:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Cod Liver Oil,60 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,30 Almonds,60 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Spinach,60 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Chicken Wings,60 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Chicken Gravy,10800 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,4 Chewing gum,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
45801,146.6,Bulletproof Coffee,100 Bicep Curls,07:30:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,2 Electrolyte Drink,100 Shoulder Press,20:30:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Cod Liver Oil,100 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,20 Almonds,120 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Spinach,100 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,4 Chewing gum,100 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,2 Vitamin drink,13100 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
45802,147.2,Coffee,120 Bicep Curls,09:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,2 Electrolyte Drink,120 Shoulder Press,22:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Cod Liver Oil,100 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,30 Almonds,100 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Spinach,100 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,6 Chewing gum,100 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Chicken Wings,10300 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Keto nuts crunch,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Veggie Protein Crunch,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,2 Vitamin drink,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
45803,146.8,2 Coffee,100 Bicep Curls,07:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,2 Electrolyte Drink,100 Shoulder Press,22:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Cod Liver Oil,60 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,20 Almonds,60 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Spinach,60 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Chicken Soup,60 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,2 Chewing gum,12200 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
45804,146.2,2 Coffee,100 Bicep Curls,07:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Electrolyte Drink,100 Shoulder Press,22:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Cod Liver Oil,100 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,20 Almonds,100 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Spinach,100 Kettle Twists,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Chicken Soup,100 Kettle Swings,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,6 Chewing gum,6500 steps,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,5 Brazil Nuts,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Keto nuts crunch,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Fanta Apple Flavour,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Frank Sauce Shredded chicken,,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
45805,147.2,Black Coffee,100 Bicep Curls,07:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,2 Electrolyte Drink,100 Shoulder Press,22:00:00,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,Cod Liver Oil,100 Lateral Raises,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
,,20 Almonds,100 Single Arm Row,,,,C:\Users\anbal\Downloads\Sairam Anbalagan\Routine.xlsx,Routine
